date,sku,closing_qty
2026-06-27,SKU023,169
2026-06-27,SKU024,130
2026-06-27,SKU025,97
2026-06-27,SKU026,110
2026-06-27,SKU027,128
2026-06-27,SKU028,168
2026-06-27,SKU029,240
2026-06-27,SKU030,240
2026-06-28,SKU001,47
2026-06-28,SKU002,49
2026-06-28,SKU003,24
2026-06-28,SKU004,26
2026-06-28,SKU005,47
2026-06-28,SKU006,30
2026-06-28,SKU007,115
2026-06-28,SKU008,90
2026-06-28,SKU009,132
2026-06-28,SKU010,166
2026-06-28,SKU011,124
2026-06-28,SKU012,126
2026-06-28,SKU013,95
2026-06-28,SKU014,143
2026-06-28,SKU015,160
2026-06-28,SKU016,126
2026-06-28,SKU017,71
2026-06-28,SKU018,83
2026-06-28,SKU019,148
2026-06-28,SKU020,95
2026-06-28,SKU021,129
2026-06-28,SKU022,120
2026-06-28,SKU023,161
2026-06-28,SKU024,129
2026-06-28,SKU025,86
2026-06-28,SKU026,105
2026-06-28,SKU027,123
2026-06-28,SKU028,158
2026-06-28,SKU029,240
2026-06-28,SKU030,240
2026-06-29,SKU001,39
2026-06-29,SKU002,39
2026-06-29,SKU003,10
2026-06-29,SKU004,25
2026-06-29,SKU005,44
2026-06-29,SKU006,22
2026-06-29,SKU007,111
2026-06-29,SKU008,84
2026-06-29,SKU009,128
2026-06-29,SKU010,166
2026-06-29,SKU011,117
2026-06-29,SKU012,124
2026-06-29,SKU013,89
2026-06-29,SKU014,139
2026-06-29,SKU015,151
2026-06-29,SKU016,125
2026-06-29,SKU017,67
2026-06-29,SKU018,80
2026-06-29,SKU019,144
2026-06-29,SKU020,90
2026-06-29,SKU021,123
2026-06-29,SKU022,119
2026-06-29,SKU023,160
2026-06-29,SKU024,129
2026-06-29,SKU025,86
2026-06-29,SKU026,105
2026-06-29,SKU027,120
2026-06-29,SKU028,154
2026-06-29,SKU029,240
2026-06-29,SKU030,240
2026-06-30,SKU001,102
2026-06-30,SKU002,91
2026-06-30,SKU003,83
2026-06-30,SKU004,91
2026-06-30,SKU005,119
2026-06-30,SKU006,97
2026-06-30,SKU007,104
2026-06-30,SKU008,174
2026-06-30,SKU009,120
2026-06-30,SKU010,166
2026-06-30,SKU011,113
2026-06-30,SKU012,119
2026-06-30,SKU013,150
2026-06-30,SKU014,128
2026-06-30,SKU015,151
2026-06-30,SKU016,125
2026-06-30,SKU017,162
2026-06-30,SKU018,156
2026-06-30,SKU019,143
2026-06-30,SKU020,177
2026-06-30,SKU021,123
2026-06-30,SKU022,114
2026-06-30,SKU023,160
2026-06-30,SKU024,129
2026-06-30,SKU025,181
2026-06-30,SKU026,177
2026-06-30,SKU027,111
2026-06-30,SKU028,154
2026-06-30,SKU029,240
2026-06-30,SKU030,240
2026-07-01,SKU001,88
2026-07-01,SKU002,78
2026-07-01,SKU003,65
2026-07-01,SKU004,85
2026-07-01,SKU005,116
2026-07-01,SKU006,79
2026-07-01,SKU007,97
2026-07-01,SKU008,167
2026-07-01,SKU009,114
2026-07-01,SKU010,166
2026-07-01,SKU011,107
2026-07-01,SKU012,119
2026-07-01,SKU013,143
2026-07-01,SKU014,128
2026-07-01,SKU015,151
2026-07-01,SKU016,121
2026-07-01,SKU017,149
2026-07-01,SKU018,152
2026-07-01,SKU019,140
2026-07-01,SKU020,171
2026-07-01,SKU021,106
2026-07-01,SKU022,107
2026-07-01,SKU023,154
2026-07-01,SKU024,127
2026-07-01,SKU025,180
2026-07-01,SKU026,177
2026-07-01,SKU027,105
2026-07-01,SKU028,154
2026-07-01,SKU029,240
2026-07-01,SKU030,240
2026-07-02,SKU001,79
2026-07-02,SKU002,67
2026-07-02,SKU003,51
2026-07-02,SKU004,74
2026-07-02,SKU005,105
2026-07-02,SKU006,63
2026-07-02,SKU007,88
2026-07-02,SKU008,164
2026-07-02,SKU009,110
2026-07-02,SKU010,166
2026-07-02,SKU011,101
2026-07-02,SKU012,114
2026-07-02,SKU013,136
2026-07-02,SKU014,121
2026-07-02,SKU015,146
2026-07-02,SKU016,119
2026-07-02,SKU017,147
2026-07-02,SKU018,151
2026-07-02,SKU019,134
2026-07-02,SKU020,165
2026-07-02,SKU021,105
2026-07-02,SKU022,107
2026-07-02,SKU023,151
2026-07-02,SKU024,124
2026-07-02,SKU025,180
2026-07-02,SKU026,172
2026-07-02,SKU027,104
2026-07-02,SKU028,146
2026-07-02,SKU029,240
2026-07-02,SKU030,240
2026-07-03,SKU001,73
2026-07-03,SKU002,50
2026-07-03,SKU003,44
2026-07-03,SKU004,60
2026-07-03,SKU005,103
2026-07-03,SKU006,52
2026-07-03,SKU007,80
2026-07-03,SKU008,163
2026-07-03,SKU009,110
2026-07-03,SKU010,166
2026-07-03,SKU011,96
2026-07-03,SKU012,112
2026-07-03,SKU013,128
2026-07-03,SKU014,117
2026-07-03,SKU015,141
2026-07-03,SKU016,118
2026-07-03,SKU017,147
2026-07-03,SKU018,151
2026-07-03,SKU019,129
2026-07-03,SKU020,164
2026-07-03,SKU021,93
2026-07-03,SKU022,107
2026-07-03,SKU023,151
2026-07-03,SKU024,123
2026-07-03,SKU025,174
2026-07-03,SKU026,161
2026-07-03,SKU027,99
2026-07-03,SKU028,132
2026-07-03,SKU029,240
2026-07-03,SKU030,240
2026-07-04,SKU001,49
2026-07-04,SKU002,42
2026-07-04,SKU003,28
2026-07-04,SKU004,53
2026-07-04,SKU005,103
2026-07-04,SKU006,43
2026-07-04,SKU007,80
2026-07-04,SKU008,163
2026-07-04,SKU009,103
2026-07-04,SKU010,166
2026-07-04,SKU011,96
2026-07-04,SKU012,109
2026-07-04,SKU013,127
2026-07-04,SKU014,117
2026-07-04,SKU015,131
2026-07-04,SKU016,118
2026-07-04,SKU017,147
2026-07-04,SKU018,146
2026-07-04,SKU019,126
2026-07-04,SKU020,164
2026-07-04,SKU021,93
2026-07-04,SKU022,96
2026-07-04,SKU023,146
2026-07-04,SKU024,120
2026-07-04,SKU025,170
2026-07-04,SKU026,161
2026-07-04,SKU027,94
2026-07-04,SKU028,126
2026-07-04,SKU029,240
2026-07-04,SKU030,240
2026-07-05,SKU001,43
2026-07-05,SKU002,38
2026-07-05,SKU003,13
2026-07-05,SKU004,44
2026-07-05,SKU005,90
2026-07-05,SKU006,20
2026-07-05,SKU007,67
2026-07-05,SKU008,156
2026-07-05,SKU009,91
2026-07-05,SKU010,166
2026-07-05,SKU011,86
2026-07-05,SKU012,108
2026-07-05,SKU013,125
2026-07-05,SKU014,114
2026-07-05,SKU015,121
2026-07-05,SKU016,110
2026-07-05,SKU017,143
2026-07-05,SKU018,139
2026-07-05,SKU019,124
2026-07-05,SKU020,153
2026-07-05,SKU021,82
2026-07-05,SKU022,91
2026-07-05,SKU023,137
2026-07-05,SKU024,115
2026-07-05,SKU025,161
2026-07-05,SKU026,155
2026-07-05,SKU027,87
2026-07-05,SKU028,121
2026-07-05,SKU029,240
2026-07-05,SKU030,240
2026-07-06,SKU001,31
2026-07-06,SKU002,35
2026-07-06,SKU003,3
2026-07-06,SKU004,43
2026-07-06,SKU005,81
2026-07-06,SKU006,12
2026-07-06,SKU007,57
2026-07-06,SKU008,149
2026-07-06,SKU009,79
2026-07-06,SKU010,166
2026-07-06,SKU011,86
2026-07-06,SKU012,103
2026-07-06,SKU013,120
2026-07-06,SKU014,108
2026-07-06,SKU015,115
2026-07-06,SKU016,109
2026-07-06,SKU017,141
2026-07-06,SKU018,130
2026-07-06,SKU019,117
2026-07-06,SKU020,151
2026-07-06,SKU021,79
2026-07-06,SKU022,89
2026-07-06,SKU023,129
2026-07-06,SKU024,104
2026-07-06,SKU025,157
2026-07-06,SKU026,150
2026-07-06,SKU027,80
2026-07-06,SKU028,118
2026-07-06,SKU029,240
2026-07-06,SKU030,240
2026-07-07,SKU001,91
2026-07-07,SKU002,113
2026-07-07,SKU003,55
2026-07-07,SKU004,113
2026-07-07,SKU005,146
2026-07-07,SKU006,77
2026-07-07,SKU007,109
2026-07-07,SKU008,146
2026-07-07,SKU009,143
2026-07-07,SKU010,166
2026-07-07,SKU011,149
2026-07-07,SKU012,163
2026-07-07,SKU013,114
2026-07-07,SKU014,173
2026-07-07,SKU015,112
2026-07-07,SKU016,169
2026-07-07,SKU017,141
2026-07-07,SKU018,128
2026-07-07,SKU019,115
2026-07-07,SKU020,145
2026-07-07,SKU021,166
2026-07-07,SKU022,145
2026-07-07,SKU023,129
2026-07-07,SKU024,192
2026-07-07,SKU025,157
2026-07-07,SKU026,145
2026-07-07,SKU027,141
2026-07-07,SKU028,114
2026-07-07,SKU029,239
2026-07-07,SKU030,240
2026-07-08,SKU001,83
2026-07-08,SKU002,110
2026-07-08,SKU003,50
2026-07-08,SKU004,106
2026-07-08,SKU005,129
2026-07-08,SKU006,77
2026-07-08,SKU007,89
2026-07-08,SKU008,142
2026-07-08,SKU009,137
2026-07-08,SKU010,166
2026-07-08,SKU011,149
2026-07-08,SKU012,160
2026-07-08,SKU013,109
2026-07-08,SKU014,173
2026-07-08,SKU015,110
2026-07-08,SKU016,161
2026-07-08,SKU017,141
2026-07-08,SKU018,123
2026-07-08,SKU019,115
2026-07-08,SKU020,145
2026-07-08,SKU021,165
2026-07-08,SKU022,130
2026-07-08,SKU023,123
2026-07-08,SKU024,186
2026-07-08,SKU025,148
2026-07-08,SKU026,132
2026-07-08,SKU027,140
2026-07-08,SKU028,110
2026-07-08,SKU029,239
2026-07-08,SKU030,240
2026-07-09,SKU001,77
2026-07-09,SKU002,98
2026-07-09,SKU003,46
2026-07-09,SKU004,93
2026-07-09,SKU005,124
2026-07-09,SKU006,77
2026-07-09,SKU007,82
2026-07-09,SKU008,133
2026-07-09,SKU009,136
2026-07-09,SKU010,166
2026-07-09,SKU011,145
2026-07-09,SKU012,156
2026-07-09,SKU013,103
2026-07-09,SKU014,164
2026-07-09,SKU015,106
2026-07-09,SKU016,153
2026-07-09,SKU017,141
2026-07-09,SKU018,123
2026-07-09,SKU019,115
2026-07-09,SKU020,139
2026-07-09,SKU021,162
2026-07-09,SKU022,130
2026-07-09,SKU023,119
2026-07-09,SKU024,177
2026-07-09,SKU025,143
2026-07-09,SKU026,132
2026-07-09,SKU027,140
2026-07-09,SKU028,109
2026-07-09,SKU029,239
2026-07-09,SKU030,240
2026-07-10,SKU001,69
2026-07-10,SKU002,88
2026-07-10,SKU003,35
2026-07-10,SKU004,87
2026-07-10,SKU005,113
2026-07-10,SKU006,77
2026-07-10,SKU007,82
2026-07-10,SKU008,133
2026-07-10,SKU009,126
2026-07-10,SKU010,166
2026-07-10,SKU011,140
2026-07-10,SKU012,153
2026-07-10,SKU013,98
2026-07-10,SKU014,160
2026-07-10,SKU015,105
2026-07-10,SKU016,145
2026-07-10,SKU017,135
2026-07-10,SKU018,118
2026-07-10,SKU019,112
2026-07-10,SKU020,138
2026-07-10,SKU021,160
2026-07-10,SKU022,124
2026-07-10,SKU023,118
2026-07-10,SKU024,166
2026-07-10,SKU025,135
2026-07-10,SKU026,128
2026-07-10,SKU027,131
2026-07-10,SKU028,96
2026-07-10,SKU029,239
2026-07-10,SKU030,240
2026-07-11,SKU001,46
2026-07-11,SKU002,81
2026-07-11,SKU003,24
2026-07-11,SKU004,76
2026-07-11,SKU005,83
2026-07-11,SKU006,77
2026-07-11,SKU007,82
2026-07-11,SKU008,124
2026-07-11,SKU009,126
2026-07-11,SKU010,166
2026-07-11,SKU011,135
2026-07-11,SKU012,153
2026-07-11,SKU013,93
2026-07-11,SKU014,153
2026-07-11,SKU015,98
2026-07-11,SKU016,140
2026-07-11,SKU017,125
2026-07-11,SKU018,118
2026-07-11,SKU019,108
2026-07-11,SKU020,129
2026-07-11,SKU021,160
2026-07-11,SKU022,110
2026-07-11,SKU023,114
2026-07-11,SKU024,166
2026-07-11,SKU025,133
2026-07-11,SKU026,127
2026-07-11,SKU027,125
2026-07-11,SKU028,91
2026-07-11,SKU029,239
2026-07-11,SKU030,240
2026-07-12,SKU001,32
2026-07-12,SKU002,74
2026-07-12,SKU003,17
2026-07-12,SKU004,63
2026-07-12,SKU005,62
2026-07-12,SKU006,77
2026-07-12,SKU007,76
2026-07-12,SKU008,124
